Genome project	Gene stable ID	Transcript stable ID	Human gene stable ID	Gene name
caenorhabditis_elegans_prjna13758	WBGene00000047	ZC504.2.2	ENSG00000138435	acr-8
caenorhabditis_elegans_prjna13758	WBGene00000047	ZC504.2.2	ENSG00000080644	acr-8
caenorhabditis_elegans_prjna13758	WBGene00000047	ZC504.2.2	ENSG00000169684	acr-8
caenorhabditis_elegans_prjna13758	WBGene00000048	C40C9.2.1	ENSG00000175344	acr-9
caenorhabditis_elegans_prjna13758	WBGene00000048	C40C9.2.1	ENSG00000166664	acr-9
caenorhabditis_elegans_prjna13758	WBGene00000049	R02E12.8.1	ENSG00000175344	acr-10
caenorhabditis_elegans_prjna13758	WBGene00000049	R02E12.8.1	ENSG00000166664	acr-10
caenorhabditis_elegans_prjna13758	WBGene00000050	D2092.3.1	ENSG00000175344	acr-11
caenorhabditis_elegans_prjna13758	WBGene00000050	D2092.3.1	ENSG00000166664	acr-11
caenorhabditis_elegans_prjna13758	WBGene00000051	R01E6.4a.1	ENSG00000120903	acr-12
caenorhabditis_elegans_prjna13758	WBGene00000051	R01E6.4a.1	ENSG00000147434	acr-12
caenorhabditis_elegans_prjna13758	WBGene00000051	R01E6.4a.1	ENSG00000160716	acr-12
caenorhabditis_elegans_prjna13758	WBGene00000051	R01E6.4a.1	ENSG00000117971	acr-12
caenorhabditis_elegans_prjna13758	WBGene00000051	R01E6.4a.1	ENSG00000147432	acr-12
caenorhabditis_elegans_prjna13758	WBGene00000051	R01E6.4a.1	ENSG00000101204	acr-12
caenorhabditis_elegans_prjna13758	WBGene00000051	R01E6.4a.1	ENSG00000138435	acr-12
caenorhabditis_elegans_prjna13758	WBGene00000051	R01E6.4a.1	ENSG00000080644	acr-12
caenorhabditis_elegans_prjna13758	WBGene00000051	R01E6.4a.1	ENSG00000169684	acr-12
caenorhabditis_elegans_prjna13758	WBGene00000051	R01E6.4b.1	ENSG00000120903	acr-12
caenorhabditis_elegans_prjna13758	WBGene00000051	R01E6.4b.1	ENSG00000147434	acr-12
caenorhabditis_elegans_prjna13758	WBGene00000051	R01E6.4b.1	ENSG00000160716	acr-12
caenorhabditis_elegans_prjna13758	WBGene00000051	R01E6.4b.1	ENSG00000117971	acr-12
caenorhabditis_elegans_prjna13758	WBGene00000051	R01E6.4b.1	ENSG00000147432	acr-12
caenorhabditis_elegans_prjna13758	WBGene00000051	R01E6.4b.1	ENSG00000101204	acr-12
caenorhabditis_elegans_prjna13758	WBGene00000051	R01E6.4b.1	ENSG00000138435	acr-12
caenorhabditis_elegans_prjna13758	WBGene00000051	R01E6.4b.1	ENSG00000080644	acr-12
caenorhabditis_elegans_prjna13758	WBGene00000051	R01E6.4b.1	ENSG00000169684	acr-12
caenorhabditis_elegans_prjna13758	WBGene00000053	T05C12.2.1	ENSG00000175344	acr-14
caenorhabditis_elegans_prjna13758	WBGene00000053	T05C12.2.1	ENSG00000166664	acr-14
caenorhabditis_elegans_prjna13758	WBGene00000054	F25G6.4.1	ENSG00000175344	acr-15
caenorhabditis_elegans_prjna13758	WBGene00000054	F25G6.4.1	ENSG00000166664	acr-15
caenorhabditis_elegans_prjna13758	WBGene00000055	F25G6.3.1	ENSG00000175344	acr-16
caenorhabditis_elegans_prjna13758	WBGene00000055	F25G6.3.1	ENSG00000166664	acr-16
caenorhabditis_elegans_prjna13758	WBGene00000056	F53E10.2b.1	ENSG00000135902	acr-17
caenorhabditis_elegans_prjna13758	WBGene00000056	F53E10.2b.1	ENSG00000196811	acr-17
caenorhabditis_elegans_prjna13758	WBGene00000056	F53E10.2b.1	ENSG00000170175	acr-17
caenorhabditis_elegans_prjna13758	WBGene00000056	F53E10.2b.1	ENSG00000108556	acr-17
caenorhabditis_elegans_prjna13758	WBGene00000056	F53E10.2g.1	ENSG00000135902	acr-17
caenorhabditis_elegans_prjna13758	WBGene00000056	F53E10.2g.1	ENSG00000196811	acr-17
caenorhabditis_elegans_prjna13758	WBGene00000056	F53E10.2g.1	ENSG00000170175	acr-17
caenorhabditis_elegans_prjna13758	WBGene00000056	F53E10.2g.1	ENSG00000108556	acr-17
caenorhabditis_elegans_prjna13758	WBGene00000056	F53E10.2h.1	ENSG00000135902	acr-17
caenorhabditis_elegans_prjna13758	WBGene00000056	F53E10.2h.1	ENSG00000196811	acr-17
caenorhabditis_elegans_prjna13758	WBGene00000056	F53E10.2h.1	ENSG00000170175	acr-17
caenorhabditis_elegans_prjna13758	WBGene00000056	F53E10.2h.1	ENSG00000108556	acr-17
caenorhabditis_elegans_prjna13758	WBGene00000056	F53E10.2i.1	ENSG00000135902	acr-17
caenorhabditis_elegans_prjna13758	WBGene00000056	F53E10.2i.1	ENSG00000196811	acr-17
caenorhabditis_elegans_prjna13758	WBGene00000056	F53E10.2i.1	ENSG00000170175	acr-17
caenorhabditis_elegans_prjna13758	WBGene00000056	F53E10.2i.1	ENSG00000108556	acr-17
caenorhabditis_elegans_prjna13758	WBGene00000057	F28F8.1.1	ENSG00000135902	acr-18
caenorhabditis_elegans_prjna13758	WBGene00000057	F28F8.1.1	ENSG00000196811	acr-18
caenorhabditis_elegans_prjna13758	WBGene00000057	F28F8.1.1	ENSG00000170175	acr-18
caenorhabditis_elegans_prjna13758	WBGene00000057	F28F8.1.1	ENSG00000108556	acr-18
caenorhabditis_elegans_prjna13758	WBGene00000058	C31H5.3a.1	ENSG00000175344	acr-19
caenorhabditis_elegans_prjna13758	WBGene00000058	C31H5.3a.1	ENSG00000166664	acr-19
caenorhabditis_elegans_prjna13758	WBGene00000058	C31H5.3b.1	ENSG00000175344	acr-19
caenorhabditis_elegans_prjna13758	WBGene00000058	C31H5.3b.1	ENSG00000166664	acr-19
caenorhabditis_elegans_prjna13758	WBGene00000059	R06A4.10a.1	ENSG00000135902	acr-20
caenorhabditis_elegans_prjna13758	WBGene00000059	R06A4.10a.1	ENSG00000196811	acr-20
caenorhabditis_elegans_prjna13758	WBGene00000059	R06A4.10a.1	ENSG00000170175	acr-20
caenorhabditis_elegans_prjna13758	WBGene00000059	R06A4.10a.1	ENSG00000108556	acr-20
caenorhabditis_elegans_prjna13758	WBGene00000059	R06A4.10b.1	ENSG00000135902	acr-20
caenorhabditis_elegans_prjna13758	WBGene00000059	R06A4.10b.1	ENSG00000196811	acr-20
caenorhabditis_elegans_prjna13758	WBGene00000059	R06A4.10b.1	ENSG00000170175	acr-20
caenorhabditis_elegans_prjna13758	WBGene00000059	R06A4.10b.1	ENSG00000108556	acr-20
caenorhabditis_elegans_prjna13758	WBGene00000059	R06A4.10c.1	ENSG00000135902	acr-20
caenorhabditis_elegans_prjna13758	WBGene00000059	R06A4.10c.1	ENSG00000196811	acr-20
caenorhabditis_elegans_prjna13758	WBGene00000059	R06A4.10c.1	ENSG00000170175	acr-20
caenorhabditis_elegans_prjna13758	WBGene00000059	R06A4.10c.1	ENSG00000108556	acr-20
caenorhabditis_elegans_prjna13758	WBGene00000060	F27B3.2.1	ENSG00000135902	acr-21
caenorhabditis_elegans_prjna13758	WBGene00000060	F27B3.2.1	ENSG00000196811	acr-21
caenorhabditis_elegans_prjna13758	WBGene00000060	F27B3.2.1	ENSG00000170175	acr-21
caenorhabditis_elegans_prjna13758	WBGene00000060	F27B3.2.1	ENSG00000108556	acr-21
caenorhabditis_elegans_prjna13758	WBGene00000061	F48E3.7.1	ENSG00000135902	lgc-11
caenorhabditis_elegans_prjna13758	WBGene00000061	F48E3.7.1	ENSG00000196811	lgc-11
caenorhabditis_elegans_prjna13758	WBGene00000061	F48E3.7.1	ENSG00000170175	lgc-11
caenorhabditis_elegans_prjna13758	WBGene00000061	F48E3.7.1	ENSG00000108556	lgc-11
caenorhabditis_elegans_prjna13758	WBGene00000062	F59B1.9a.1	ENSG00000135902	acr-23
caenorhabditis_elegans_prjna13758	WBGene00000062	F59B1.9a.1	ENSG00000196811	acr-23
caenorhabditis_elegans_prjna13758	WBGene00000062	F59B1.9a.1	ENSG00000170175	acr-23
caenorhabditis_elegans_prjna13758	WBGene00000062	F59B1.9a.1	ENSG00000108556	acr-23
caenorhabditis_elegans_prjna13758	WBGene00000067	T25C8.2.1		act-5
caenorhabditis_elegans_prjna13758	WBGene00000067	T25C8.2.2		act-5
caenorhabditis_elegans_prjna13758	WBGene00000067	T25C8.2.3		act-5
caenorhabditis_elegans_prjna13758	WBGene00000068	F17C8.1.1	ENSG00000162104	acy-1
caenorhabditis_elegans_prjna13758	WBGene00000069	C10F3.3.1	ENSG00000138031	acy-2
caenorhabditis_elegans_prjna13758	WBGene00000070	C44F1.5.1		acy-3
caenorhabditis_elegans_prjna13758	WBGene00000070	C44F1.5.2		acy-3
caenorhabditis_elegans_prjna13758	WBGene00000071	T01C2.1.1	ENSG00000174233	acy-4
caenorhabditis_elegans_prjna13758	WBGene00000071	T01C2.1.1	ENSG00000155897	acy-4
caenorhabditis_elegans_prjna13758	WBGene00000071	T01C2.1.1	ENSG00000173175	acy-4
caenorhabditis_elegans_prjna13758	WBGene00000071	T01C2.1.1	ENSG00000164742	acy-4
caenorhabditis_elegans_prjna13758	WBGene00000072	F39C12.2a.1	ENSG00000075340	add-1
caenorhabditis_elegans_prjna13758	WBGene00000072	F39C12.2a.1	ENSG00000087274	add-1
caenorhabditis_elegans_prjna13758	WBGene00000072	F39C12.2a.1	ENSG00000148700	add-1
caenorhabditis_elegans_prjna13758	WBGene00000072	F39C12.2b.1	ENSG00000075340	add-1
caenorhabditis_elegans_prjna13758	WBGene00000072	F39C12.2b.1	ENSG00000087274	add-1
caenorhabditis_elegans_prjna13758	WBGene00000072	F39C12.2b.1	ENSG00000148700	add-1
caenorhabditis_elegans_prjna13758	WBGene00000072	F39C12.2c.1	ENSG00000075340	add-1
caenorhabditis_elegans_prjna13758	WBGene00000072	F39C12.2c.1	ENSG00000087274	add-1
caenorhabditis_elegans_prjna13758	WBGene00000072	F39C12.2c.1	ENSG00000148700	add-1
caenorhabditis_elegans_prjna13758	WBGene00000072	F39C12.2d.1	ENSG00000075340	add-1
caenorhabditis_elegans_prjna13758	WBGene00000072	F39C12.2d.1	ENSG00000087274	add-1
caenorhabditis_elegans_prjna13758	WBGene00000072	F39C12.2d.1	ENSG00000148700	add-1
caenorhabditis_elegans_prjna13758	WBGene00000072	F39C12.2e.1	ENSG00000075340	add-1
caenorhabditis_elegans_prjna13758	WBGene00000072	F39C12.2e.1	ENSG00000087274	add-1
caenorhabditis_elegans_prjna13758	WBGene00000072	F39C12.2e.1	ENSG00000148700	add-1
caenorhabditis_elegans_prjna13758	WBGene00000073	F57F5.4a.1	ENSG00000075340	add-2
caenorhabditis_elegans_prjna13758	WBGene00000073	F57F5.4a.1	ENSG00000087274	add-2
caenorhabditis_elegans_prjna13758	WBGene00000073	F57F5.4a.1	ENSG00000148700	add-2
caenorhabditis_elegans_prjna13758	WBGene00000073	F57F5.4a.2	ENSG00000075340	add-2
caenorhabditis_elegans_prjna13758	WBGene00000073	F57F5.4a.2	ENSG00000087274	add-2
caenorhabditis_elegans_prjna13758	WBGene00000073	F57F5.4a.2	ENSG00000148700	add-2
caenorhabditis_elegans_prjna13758	WBGene00000073	F57F5.4a.3	ENSG00000075340	add-2
caenorhabditis_elegans_prjna13758	WBGene00000073	F57F5.4a.3	ENSG00000087274	add-2
caenorhabditis_elegans_prjna13758	WBGene00000073	F57F5.4a.3	ENSG00000148700	add-2
caenorhabditis_elegans_prjna13758	WBGene00000074	C04A11.4.1	ENSG00000143537	adm-2
caenorhabditis_elegans_prjna13758	WBGene00000074	C04A11.4.1	ENSG00000168615	adm-2
caenorhabditis_elegans_prjna13758	WBGene00000074	C04A11.4.1	ENSG00000069206	adm-2
caenorhabditis_elegans_prjna13758	WBGene00000074	C04A11.4.1	ENSG00000042980	adm-2
caenorhabditis_elegans_prjna13758	WBGene00000074	C04A11.4.1	ENSG00000148848	adm-2
caenorhabditis_elegans_prjna13758	WBGene00000074	C04A11.4.1	ENSG00000149451	adm-2
caenorhabditis_elegans_prjna13758	WBGene00000074	C04A11.4.1	ENSG00000135074	adm-2
caenorhabditis_elegans_prjna13758	WBGene00000074	C04A11.4.1	ENSG00000151651	adm-2
caenorhabditis_elegans_prjna13758	WBGene00000074	C04A11.4.1	ENSG00000134028	adm-2
caenorhabditis_elegans_prjna13758	WBGene00000075	ZK154.7.1	ENSG00000151694	adm-4
caenorhabditis_elegans_prjna13758	WBGene00000079	H15N14.1c.1		adr-1
caenorhabditis_elegans_prjna13758	WBGene00000079	H15N14.1d.1		adr-1
caenorhabditis_elegans_prjna13758	WBGene00000079	H15N14.1e.1		adr-1
caenorhabditis_elegans_prjna13758	WBGene00000079	H15N14.1f.1		adr-1
caenorhabditis_elegans_prjna13758	WBGene00000079	H15N14.1g.1		adr-1
caenorhabditis_elegans_prjna13758	WBGene00000080	T20H4.4.1	ENSG00000160710	adr-2
caenorhabditis_elegans_prjna13758	WBGene00000080	T20H4.4.2	ENSG00000160710	adr-2
caenorhabditis_elegans_prjna13758	WBGene00000083	F08C6.1a.1		adt-2
caenorhabditis_elegans_prjna13758	WBGene00000083	F08C6.1a.2		adt-2
caenorhabditis_elegans_prjna13758	WBGene00000083	F08C6.1b.1		adt-2
caenorhabditis_elegans_prjna13758	WBGene00000083	F08C6.1b.2		adt-2
caenorhabditis_elegans_prjna13758	WBGene00000083	F08C6.1c.1		adt-2
caenorhabditis_elegans_prjna13758	WBGene00000083	F08C6.1c.2		adt-2
caenorhabditis_elegans_prjna13758	WBGene00000084	D2030.10a.1		aex-1
caenorhabditis_elegans_prjna13758	WBGene00000084	D2030.10a.2		aex-1
caenorhabditis_elegans_prjna13758	WBGene00000084	D2030.10b.1		aex-1
caenorhabditis_elegans_prjna13758	WBGene00000085	T14B1.2.1		aex-2
caenorhabditis_elegans_prjna13758	WBGene00000086	C02H7.3a.1	ENSG00000110514	aex-3
caenorhabditis_elegans_prjna13758	WBGene00000086	C02H7.3b.1	ENSG00000110514	aex-3
caenorhabditis_elegans_prjna13758	WBGene00000088	F32A7.6.1		aex-5
caenorhabditis_elegans_prjna13758	WBGene00000089	Y87G2A.4.1	ENSG00000041353	aex-6
caenorhabditis_elegans_prjna13758	WBGene00000089	Y87G2A.4.1	ENSG00000069974	aex-6
caenorhabditis_elegans_prjna13758	WBGene00000090	B0334.8a.1	ENSG00000121879	age-1
caenorhabditis_elegans_prjna13758	WBGene00000090	B0334.8b.1	ENSG00000121879	age-1
caenorhabditis_elegans_prjna13758	WBGene00000092	F32A6.4a.1	ENSG00000121957	ags-3
caenorhabditis_elegans_prjna13758	WBGene00000092	F32A6.4a.1	ENSG00000160360	ags-3
caenorhabditis_elegans_prjna13758	WBGene00000092	F32A6.4a.2	ENSG00000121957	ags-3
caenorhabditis_elegans_prjna13758	WBGene00000092	F32A6.4a.2	ENSG00000160360	ags-3
caenorhabditis_elegans_prjna13758	WBGene00000095	C25A1.11a.1	ENSG00000143437	aha-1
caenorhabditis_elegans_prjna13758	WBGene00000095	C25A1.11a.1	ENSG00000172379	aha-1
caenorhabditis_elegans_prjna13758	WBGene00000095	C25A1.11b.1	ENSG00000143437	aha-1
caenorhabditis_elegans_prjna13758	WBGene00000095	C25A1.11b.1	ENSG00000172379	aha-1
caenorhabditis_elegans_prjna13758	WBGene00000096	C41G7.5a.1	ENSG00000106546	ahr-1
caenorhabditis_elegans_prjna13758	WBGene00000096	C41G7.5a.1	ENSG00000063438	ahr-1
caenorhabditis_elegans_prjna13758	WBGene00000096	C41G7.5a.1	ENSG00000283321	ahr-1
caenorhabditis_elegans_prjna13758	WBGene00000096	C41G7.5b.1	ENSG00000106546	ahr-1
caenorhabditis_elegans_prjna13758	WBGene00000096	C41G7.5b.1	ENSG00000063438	ahr-1
caenorhabditis_elegans_prjna13758	WBGene00000096	C41G7.5b.1	ENSG00000283321	ahr-1
caenorhabditis_elegans_prjna13758	WBGene00000098	K07C11.2.1		air-1
caenorhabditis_elegans_prjna13758	WBGene00000098	K07C11.2.2		air-1
caenorhabditis_elegans_prjna13758	WBGene00000099	B0207.4.1	ENSG00000087586	air-2
caenorhabditis_elegans_prjna13758	WBGene00000099	B0207.4.1	ENSG00000178999	air-2
caenorhabditis_elegans_prjna13758	WBGene00000099	B0207.4.1	ENSG00000105146	air-2
caenorhabditis_elegans_prjna13758	WBGene00000102	C12D8.10a.1	ENSG00000117020	akt-1
caenorhabditis_elegans_prjna13758	WBGene00000102	C12D8.10a.1	ENSG00000105221	akt-1
caenorhabditis_elegans_prjna13758	WBGene00000102	C12D8.10a.1	ENSG00000142208	akt-1
caenorhabditis_elegans_prjna13758	WBGene00000102	C12D8.10a.2	ENSG00000117020	akt-1
caenorhabditis_elegans_prjna13758	WBGene00000102	C12D8.10a.2	ENSG00000105221	akt-1
caenorhabditis_elegans_prjna13758	WBGene00000102	C12D8.10a.2	ENSG00000142208	akt-1
caenorhabditis_elegans_prjna13758	WBGene00000102	C12D8.10b.1	ENSG00000117020	akt-1
caenorhabditis_elegans_prjna13758	WBGene00000102	C12D8.10b.1	ENSG00000105221	akt-1
caenorhabditis_elegans_prjna13758	WBGene00000102	C12D8.10b.1	ENSG00000142208	akt-1
caenorhabditis_elegans_prjna13758	WBGene00000102	C12D8.10b.2	ENSG00000117020	akt-1
caenorhabditis_elegans_prjna13758	WBGene00000102	C12D8.10b.2	ENSG00000105221	akt-1
caenorhabditis_elegans_prjna13758	WBGene00000102	C12D8.10b.2	ENSG00000142208	akt-1
caenorhabditis_elegans_prjna13758	WBGene00000102	C12D8.10c.1	ENSG00000117020	akt-1
caenorhabditis_elegans_prjna13758	WBGene00000102	C12D8.10c.1	ENSG00000105221	akt-1
caenorhabditis_elegans_prjna13758	WBGene00000102	C12D8.10c.1	ENSG00000142208	akt-1
caenorhabditis_elegans_prjna13758	WBGene00000103	F28H6.1a.1	ENSG00000117020	akt-2
caenorhabditis_elegans_prjna13758	WBGene00000103	F28H6.1a.1	ENSG00000105221	akt-2
caenorhabditis_elegans_prjna13758	WBGene00000103	F28H6.1a.1	ENSG00000142208	akt-2
caenorhabditis_elegans_prjna13758	WBGene00000103	F28H6.1b.1	ENSG00000117020	akt-2
caenorhabditis_elegans_prjna13758	WBGene00000103	F28H6.1b.1	ENSG00000105221	akt-2
caenorhabditis_elegans_prjna13758	WBGene00000103	F28H6.1b.1	ENSG00000142208	akt-2
caenorhabditis_elegans_prjna13758	WBGene00000105	F48F7.1a.1	ENSG00000126070	alg-1
caenorhabditis_elegans_prjna13758	WBGene00000105	F48F7.1a.1	ENSG00000092847	alg-1
caenorhabditis_elegans_prjna13758	WBGene00000105	F48F7.1a.1	ENSG00000123908	alg-1
caenorhabditis_elegans_prjna13758	WBGene00000105	F48F7.1a.1	ENSG00000134698	alg-1
caenorhabditis_elegans_prjna13758	WBGene00000105	F48F7.1b.1	ENSG00000126070	alg-1
caenorhabditis_elegans_prjna13758	WBGene00000105	F48F7.1b.1	ENSG00000092847	alg-1
caenorhabditis_elegans_prjna13758	WBGene00000105	F48F7.1b.1	ENSG00000123908	alg-1
caenorhabditis_elegans_prjna13758	WBGene00000105	F48F7.1b.1	ENSG00000134698	alg-1
caenorhabditis_elegans_prjna13758	WBGene00000106	T07D3.7a.1	ENSG00000126070	alg-2
caenorhabditis_elegans_prjna13758	WBGene00000106	T07D3.7a.1	ENSG00000092847	alg-2
caenorhabditis_elegans_prjna13758	WBGene00000106	T07D3.7a.1	ENSG00000123908	alg-2
caenorhabditis_elegans_prjna13758	WBGene00000106	T07D3.7a.1	ENSG00000134698	alg-2
caenorhabditis_elegans_prjna13758	WBGene00000106	T07D3.7b.1	ENSG00000126070	alg-2
caenorhabditis_elegans_prjna13758	WBGene00000106	T07D3.7b.1	ENSG00000092847	alg-2
caenorhabditis_elegans_prjna13758	WBGene00000106	T07D3.7b.1	ENSG00000123908	alg-2
caenorhabditis_elegans_prjna13758	WBGene00000106	T07D3.7b.1	ENSG00000134698	alg-2
